wave_10_8_slice_0000|啊|SP AP SP AP SP AP z ai zh e q vn x iong j v j i sh u y v w o d e sh ir d ai b u x v y ao n ong zh uang sh u x ian w o d e g uang c ai SP m ian d ui b ai b ing zh ir w ang d e n i k uai j iang q in y E h ao AP d ou k uan d ai SP|rest|0|1.86712 0.25 2.04 0.155 1.05 0.765 0.14 0.12 0.09 0.09 0.15 0.09 0.12 0.11 0.14 0.06 0.14 0.1 0.15 0.28 0.13 0.09 0.12 0.12 0.11 0.23 0.19 0.3725 0.0775 0.3275 0.1125 0.04 0.17 0.1175 0.0925 0.11 0.1 0.1675 0.0725 0.11 0.11 0.09 0.15 0.3175 0.0925 0.29 0.14 0.335 0.085 0.28 0.18 0.305 0.115 0.05 0.12 0.09 0.09 0.14 0.3625 0.0775 0.31 0.12 0.1975 0.0425 0.3675 0.0725 0.2575 0.0325 0.2875 0.1025 0.1075 0.1225 0.11 0.16 0.17 0.2 0.07 0.13 0.09 0.1275 0.0325 0.3325 0.0975 0.42 0.06 1.37 2.139663|0
wave_10_9_slice_0000|啊|SP h e sh ir y van z ai t ian y a ch u d e n i n eng j ian w o q i w u d e z i0 t ai AP SP|rest|0|1.135918 0.21 0.09 0.13 0.1275 0.0825 0.1325 0.0775 0.12 0.13 0.13 0.09 0.06 0.17 0.5 0.1 0.1 0.18 0.21 0.12 0.14 0.1 0.1 0.18 0.23 0.2 0.06 0.17 0.05 0.13 0.29 0.17 0.3275 0.0725 1.49 0.485 1.849388|0
wave_11_0_slice_0000|啊|SP h un h un zh an k ai SP sh ir k ong d e w u y in SP|rest|0|1.787528 0.12 0.1875 0.0925 0.115 0.075 0.09 0.16 0.17 0.3 0.17 0.03 0.13 0.08 0.09 0.05 0.09 0.07 0.16 0.195 0.07906|0
wave_11_0_slice_0001|啊|q i SP x v h ong m ing SP zh ui zh u n a l iu x ing|rest|0|0.16 0.185 0.055 0.09 0.03 0.14 0.1975 0.0325 0.175 0.375 0.09 0.07 0.12 0.05 0.1 0.13 0.04 0.09 0.14 0.25606|0
wave_11_1_slice_0001|啊|SP k e q iu zh e h ui y ing q ian f ang s uo SP d ing m u SP b iao sh ir n i SP|rest|0|1.921474 0.17 0.03 0.14 0.07 0.11 0.06 0.12 0.05 0.15 0.15 0.15 0.06 0.1 0.09 0.17 0.19 0.06 0.06 0.15 0.03 0.1 0.05 0.05 0.1875 0.1925 0.18 0.16 0.595 0.32319|0
wave_12_0_slice_0000|啊|SP h un SP h un zh an k ai AP SP sh ir k ong d e w u y in SP q i x v h ong m ing SP zh ui zh u n a l iu x ing|rest|0|0.07 0.14 0.2 0.08 0.04 0.1175 0.0725 0.09 0.16 0.175 0.195 0.12 0.16 0.03 0.13 0.11 0.06 0.05 0.14 0.03 0.17 0.17 0.43 0.14 0.17 0.14 0.06 0.11 0.19 0.03 0.17 0.39 0.09 0.05 0.12 0.06 0.1 0.14 0.05 0.07 0.15 0.25206|0
wave_12_1_slice_0001|啊|SP k e q iu zh e h ui y in q ian f ang s uo SP d ing m u SP b iao sh ir n i AP SP|rest|0|1.566304 0.09 0.07 0.1 0.05 0.11 0.07 0.12 0.0575 0.1425 0.18 0.16 0.06 0.11 0.07 0.15 0.18 0.06 0.06 0.14 0.04 0.09 0.05 0.06 0.1875 0.1825 0.3 0.03 0.59 0.205 0.257|0
wave_13_1_slice_0001|啊|SP AP l i m ing d ian l iang d e sh un j ian AP SP|rest|0|6.745 0.3175 0.0775 0.03 0.1 0.03 0.12 0.27 0.03 0.11 0.03 0.04 0.13 0.19 0.13 0.2975 0.1975 0.05181|0
wave_13_2_slice_0000|啊|SP AP SP y in d ao zh ir g uang d e y ao y En AP SP y i sh un j ian AP SP y ve c u zh ir l i SP g ou l e sh en t i d e g uang x ian AP SP AP SP x vn zh ao m o f a b an ch u x ian AP SP t ou AP g uo q i d ian AP x ian zh ir SP q i d ian d eng SP d ai d i r en b ao SP p o y i l ian SP|rest|0|1.938265 0.365 0.05 0.06 0.05 0.06 0.06 0.13 0.15 0.11 0.1075 0.0725 0.06 0.12 0.14 0.15 0.21 0.29 0.04 0.07 0.08 0.19 0.18 0.12 0.215 0.255 0.07 0.06 0.06 0.12 0.02 0.14 0.1 0.17 0.18 0.05 0.06 0.28 0.04 0.16 0.14 0.17 0.11 0.25 0.06 0.14 0.16 0.16 0.19 0.55 0.12 0.11 0.505 0.115 0.15 0.03 0.1 0.04 0.13 0.1875 0.0925 0.04 0.11 0.04 0.14 0.1 0.23 0.2875 0.3675 0.115 0.06 0.135 0.12 0.075 0.4675 0.1325 0.1675 0.1525 0.57 0.4275 0.1925 0.2175 0.1125 0.115 0.095 0.04 0.5275 0.0725 0.2475 0.0925 0.165 0.075 0.06 0.2275 0.0825 0.01 0.03 0.1775 0.0825 0.195 0.055 0.09 0.12 0.17 0.2575 0.1525 0.41 2.12125|0
wave_13_2_slice_0001|啊|SP g uang zh ir sh u f u g uang zh ir x van w u sh eng n i n in h un d ing zh u AP q v g uang p ing zh ang q v x ian j iao ch a r ang s i0 w ei j in SP zh ang AP SP zh ong j i sh eng g uang zh ong j i x iao zh en zh ang n i x i ch en f a SP k uang AP SP d ian l iang t a m en x i zh ir d e r ong g uang|rest|0|1.298141 0.13 0.245 0.095 0.09 0.18 0.18 0.12 0.06 0.12 0.3375 0.1025 0.1175 0.1825 0.2575 0.0425 0.06 0.14 0.28 0.16 0.17 0.09 0.2075 0.1225 0.14 0.15 0.44 0.13 0.215 0.325 0.18 0.22 0.08 0.1775 0.1225 0.21 0.09 0.1 0.13 0.18 0.21 0.1825 0.1075 0.19 0.11 0.12 0.09 0.485 0.235 0.1975 0.0825 0.13 0.16 0.38 0.05 0.11 0.275 0.16 0.095 0.1 0.21 0.12 0.15 0.16 0.2225 0.0675 0.0775 0.1225 0.2825 0.1275 0.13 0.16 0.21 0.1 0.09 0.11 0.2375 0.1825 0.1 0.14 0.18 0.14 0.1325 0.1575 0.345 0.075 0.1 0.3 0.28 0.05 0.09 0.11 0.18 0.2075 0.0825 0.2975 0.0325 0.05 0.15 0.27 0.11 0.29 0.06 0.21 0.1 0.14 0.04 1.25606|0
wave_13_3_slice_0000|啊|SP ai sh ei k ua y i y a AP ai AP sh ei l ai y i y a AP SP ai sh ei l ai l e an SP AP SP m ing y vn s uan x ie sh en m e g ao s u w o w o AP ai x i w o AP SP ai x i SP k u l ai y i y a AP l ai b a f en x iang ch eng x i d ian l iang w o AP SP|rest|0|0.804943 0.435 0.185 0.19 0.16 0.57 0.03 0.36 0.04 0.2325 0.2775 0.37 0.12 0.06 0.39 0.03 0.49 0.03 0.42 0.03 0.215 0.14 0.135 0.4675 0.2025 0.14 0.03 0.03 0.09 0.51 0.285 0.42 0.18 0.095 0.07 0.44 0.11 0.11 0.2 0.175 0.165 0.105 0.165 0.1875 0.1225 0.13 0.14 0.195 0.265 0.4575 0.0325 0.19 0.12 1.085 0.2625 0.55 0.1825 0.2375 0.0925 1.125 0.28 0.045 0.4075 0.2125 0.15 0.07 0.1 0.0575 0.0325 0.44 0.03 0.3 0.08 0.255 0.3 0.085 0.41 0.15 0.14 0.13 0.16 0.14 0.21 0.11 0.1875 0.1225 0.245 0.085 0.1 0.03 1.0 0.03 0.235 0.23 0.417155|0
wave_13_4_slice_0001|啊|SP y i x i m ang w en d e t iao w ang AP SP AP AP ch uo ch u n a h an d e f ang x iang AP m o f a f eng k uo AP SP w u x in zh ir l i SP p en y ong er ch u l in t ian j ia AP AP zh ong j v j in w o d e m ing x iang AP r en sh ao x in n ian AP sh ir f ang x in zh ong j i q ing b ie p a d i r en w u q i AP h uo y a q ian l u b ing f en t ui l u d ai b a SP t iao g e zh an w u AP SP f ang q i s u d u y v j iang y in m u z i0 r an zh ir l i b ao h u AP g uang zh ir j iu sh u an zh ir sh u f u h ei b ai z i0 w o z uo zh u AP zh ong q i b ian sh ir zh an d ou g ang q i b u AP ai x i k u l ai y i AP y a SP ai x i l ai y i SP y a AP SP ai x i l ai l e an SP AP SP AP SP m ing y vn s uan x ie sh en m e g ao s u w o SP w o o o AP ai SP h ei w o o o AP ai x i k u l ai y i y a AP l ai b a f en x iang ch eng x i d ian l iang w o AP SP|rest|0|1.583673 0.09 0.03 0.14 0.03 0.11 0.2775 0.0525 0.06 0.05 0.03 0.17 0.21 0.08 0.195 0.285 0.145 0.1225 0.3275 0.115 0.03 0.11 0.03 0.11 0.21 0.1 0.07 0.05 0.03 0.14 0.16 0.17 0.18 0.3075 0.0925 0.03 0.13 0.01 0.1 0.19 0.14 0.22 0.19 0.14 0.06 0.01 0.13 0.03 0.15 0.2025 0.0775 0.185 0.045 0.07 0.11 0.23 0.31 0.15 0.15 0.22 0.05 0.15 0.16 0.2 0.12 0.53 0.1675 0.65 0.1225 0.04 0.12 0.01 0.15 0.18 0.13 0.05 0.09 0.0575 0.0625 0.17 0.19 0.19 0.6 0.09 0.105 0.235 0.3875 0.2025 0.2375 0.0625 0.575 0.4025 0.2025 0.21 0.12 0.13 0.15 0.2175 0.0925 0.17 0.12 0.2 0.14 0.1875 0.1125 0.1575 0.1425 0.21 0.11 0.28 0.03 0.25 0.03 0.23 0.27 0.25 0.36 0.12 0.15 0.17 0.11 0.15 0.22 0.04 0.05 0.14 0.3 0.13 0.18 0.09 0.22 0.12 0.08 0.07 0.33 0.12 0.16 0.04 0.11 0.22 0.1 0.1 0.19 0.42 0.07 0.35 0.17 0.12 0.09 0.16 0.18 0.07 0.19 0.16 0.11 0.06 0.09 0.35 0.11 0.22 0.08 0.25 0.05 0.07 0.13 0.26 0.17 0.17 0.13 0.2175 0.0825 0.14 0.14 0.38 0.13 0.355 0.365 0.08 0.21 0.11 0.11 0.15 0.2 0.14 0.0525 0.3975 0.12 0.15 0.16 0.16 0.12 0.06 0.14 0.28 0.13 0.19 0.15 0.21 0.09 0.11 0.19 0.3175 0.2025 0.275 0.3325 0.0925 0.1775 0.1325 0.16 0.1 0.19 0.12 0.05 0.12 0.3275 0.1025 0.2175 0.0925 0.1975 0.1325 0.03 0.13 1.33 0.3725 0.3825 0.235 0.13 0.15 0.0475 0.0325 0.2675 0.0625 0.7 0.1275 0.0325 0.03 0.07 0.465 0.205 0.05 0.03 0.0875 0.0825 0.575 0.375 0.04 0.245 0.22 0.075 0.4775 0.2125 0.06 0.03 0.03 0.14 0.5275 0.0125 0.245 0.12 0.275 0.29 0.06 0.05 0.3775 0.1725 0.1375 0.1425 0.1875 0.1325 0.165 0.135 0.1875 0.1425 0.1775 0.1025 0.2375 0.2325 0.3275 0.0825 0.22 0.09 0.05 1.1775 0.0125 0.01 0.225 0.505 0.09 0.1 0.21 0.12 1.1175 0.0125 0.01 0.2575 0.43 0.2025 0.22 0.15 0.0375 0.0325 0.6175 0.0325 0.1075 0.0725 0.26 0.2875 0.0825 0.4375 0.1625 0.18 0.1 0.1475 0.1325 0.2175 0.1125 0.205 0.125 0.2075 0.0925 0.2275 0.0325 0.7375 0.0325 0.375 0.135 0.33513|0
wave_13_5_slice_0000|啊|SP AP SP n i z ai ch an d ou m a AP n i r e x ve f ei t eng b a AP SP r ang w o d e g uang m ang SP zh ao y ao x ia SP g u m ei y i c un d i f ang SP w o sh ir l a k e s i0 AP g uang h ui AP d e n v l ang AP zh ao l iang q ian x i l u AP w o sh ir g e p u t ong d e f a sh ir a SP h uo y ao q ian l u b ing f eng t ian l u l ai b a t iao g e zh an w u SP f eng q i s u d u y v j iang y in m u z i0 r an zh ir l i b ao h u SP g uang zh ir j iu sh u SP an zh ir sh u f u SP h ei b ai z i0 w o z uo zh u AP zh ong q i b ian sh ir ch an d ou g ang q i b u AP ai x i SP k u l ai y i y a AP ai x i l ai y i y a AP SP ai x i l ai l e an SP AP SP m ing y vn s uan x ie sh en m e g ao s u w o w o w u w o AP ai x i w o w u w o AP SP ai x i SP k u l ai y i y a AP l ai b a f en x iang ch eng x i d ian l iang w o AP SP|rest|0|0.67 0.61 0.04 0.17 0.09 0.1 0.16 0.21 0.32 0.05 0.09 0.09 0.695 0.45 0.065 0.03 0.14 0.06 0.12 0.12 0.21 0.26 0.09 0.13 0.09 0.605 0.255 0.16 0.15 0.16 0.03 0.09 0.24 0.3 0.1 0.13 0.13 0.485 0.045 0.1 0.1275 0.0925 0.1 0.2 0.23 0.05 0.07 0.2875 0.0325 0.19 0.08 0.18 0.16 0.2575 0.0825 0.08 0.12 0.425 0.275 0.1 0.06 0.18 0.2975 0.0525 0.2475 0.1125 0.06 0.19 0.615 0.4625 0.0825 0.1375 0.0925 0.2 0.165 0.065 0.23 0.11 0.1575 0.0525 0.64 0.4675 0.1125 0.15 0.04 0.18 0.22 0.22 0.15 0.35 0.03 0.1 0.21 0.19 0.18 0.15 0.05 0.08 0.04 0.15 0.18 0.08 0.11 0.03 0.09 0.1 0.2 0.19 2.37 0.03 0.07 0.12 0.21 0.15 0.1 0.19 0.25 0.04 0.06 0.13 0.27 0.13 0.22 0.09 0.2625 0.0575 0.13 0.04 0.29 0.14 0.18 0.15 0.21 0.1 0.13 0.16 0.28 0.03 0.685 0.095 0.09 0.18 0.17 0.11 0.17 0.18 0.1 0.08 0.05 0.33 0.13 0.26 0.13 0.19 0.05 0.07 0.15 0.22 0.17 0.2 0.12 0.11 0.18 0.15 0.14 0.33 0.14 0.43 0.23 0.06 0.24 0.1 0.14 0.13 0.19 0.13 0.07 0.05 0.3575 0.1225 0.16 0.14 0.1975 0.1125 0.05 0.07 0.06 0.2675 0.1225 0.1975 0.1325 0.2475 0.0725 0.12 0.18 0.3175 0.1625 0.385 0.1975 0.1175 0.1875 0.1325 0.2 0.12 0.1675 0.1425 0.0675 0.0925 0.3275 0.0925 0.2275 0.0625 0.2275 0.1325 0.03 0.11 1.295 0.1825 0.4375 0.185 0.2 0.06 0.09 0.0675 0.0325 0.4175 0.0325 0.3975 0.0425 0.235 0.2825 0.3675 0.185 0.3875 0.0325 0.4775 0.0325 0.4375 0.0325 0.2 0.145 0.135 0.4575 0.2125 0.12 0.03 0.03 0.11 0.5075 0.2775 0.425 0.18 0.1 0.07 0.4375 0.1025 0.12 0.2 0.175 0.165 0.105 0.165 0.1875 0.1225 0.13 0.14 0.195 0.255 0.3175 0.0325 0.03 0.03 0.0575 0.0325 0.185 0.125 1.0825 0.325 0.48 0.1925 0.2375 0.0925 0.4375 0.0325 0.4475 0.0325 0.17 0.28 0.05 0.3975 0.2225 0.15 0.07 0.1 0.0575 0.0325 0.4475 0.0325 0.2775 0.0925 0.2475 0.305 0.0875 0.4075 0.1525 0.13 0.13 0.1675 0.1325 0.2175 0.1125 0.1825 0.1275 0.24 0.08 0.0975 0.0325 0.9975 0.0325 0.24 0.26094 0.429365|0
wave_13_6_slice_0000|啊|SP AP y in x iong zh an d ou b a AP g uang h ui zh an d ou b a AP|rest|0|1.197041 0.4025 0.0625 0.1925 0.1475 0.47 0.11 0.38 0.06 0.415 0.125 0.23 0.31 0.05 0.2 0.1 0.41 0.15 0.34 0.07 0.41 0.13 0.235 0.17488|0
wave_13_7_slice_0000|啊|SP y ing x iong l ian m eng a y i q i k ai sh ir ch ao y ve SP b a AP|rest|0|0.935057 0.16 0.195 0.145 0.4875 0.0725 0.26 0.17 0.67 0.03 0.05 0.22 0.14 0.15 0.12 0.19 0.15 0.16 0.15 0.38 0.17 0.195 0.085 0.06 0.5 0.14144|0
wave_14_0_slice_0000|啊|w u s an b ei ch eng n iang SP|rest|0|0.16 0.2775 0.1825 0.3475 0.0825 0.47 0.16 0.16 0.03 1.33 0.28113|0
wave_14_0_slice_0001|啊|SP m eng r u b ai n ian SP g uang SP|rest|0|0.885261 0.17 0.3275 0.1625 0.21 0.16 0.41 0.03 0.425 0.055 0.1 1.675 1.14941|0
wave_14_1_slice_0000|啊|SP w ei y ve f eng y in SP t ian h e|rest|0|0.1 0.14 0.2875 0.1625 0.2575 0.1525 0.31 0.04 0.55 0.04 0.14 0.2525 0.1475 0.75356|0
wave_14_1_slice_0001|啊|z ai SP h uan x in x in zh ong s uo x iang SP|rest|0|0.11 0.34 0.05 0.06 0.4275 0.1725 0.09 0.17 0.3075 0.1225 0.2275 0.1725 0.26 0.22 1.2995 0.634558|0
wave_14_2_slice_0000|啊|SP x iao y vn sh an b i f ang SP|rest|0|2.037891 0.26 0.3525 0.0875 0.33 0.17 0.57 0.06 0.1 0.16 1.38 0.37087|0
wave_14_2_slice_0001|啊|SP zh ui x vn d ao y v zh en x iang SP|rest|0|0.19 0.1 0.2875 0.2025 0.32 0.11 0.34 0.07 0.48 0.16 0.12 0.2 1.36 1.619812|0
wave_14_3_slice_0000|啊|h ui SP b ie f eng sh a q ian l i SP AP SP y ou SP h e j v q ian l u m an ch ang|rest|0|0.21 0.345 0.075 0.14 0.1675 0.1625 0.27 0.18 0.5 0.18 0.2 0.04 0.57 0.19 0.18 0.09 0.23 0.265 0.045 0.09 0.55 0.16 0.07 0.18 0.39 0.05 0.29 0.12 0.37 0.12 2.222|0
wave_14_4_slice_0000|啊|t a SP b ian sh en zh ou n i w ei l ang SP AP sh ao n ian d i sh eng f ei y a SP|rest|0|0.07 0.755 0.045 0.08 0.28 0.2 0.7 0.12 0.29 0.14 0.66 0.14 0.36 0.04 0.335 0.08 0.215 0.21 0.36 0.08 0.73 0.07 0.29 0.17 0.6875 0.1225 0.44 0.08 1.065 0.169|0
wave_14_5_slice_0000|啊|r u y i g u r en p i SP p ang SP|rest|0|0.34 0.6575 0.1125 0.35 0.15 0.72 0.14 0.29 0.19 0.695 0.305 0.09 0.725 0.08206|0
wave_14_5_slice_0001|啊|SP x ian sh ao sh uo m o w ang AP|rest|0|1.697415 0.21 0.595 0.215 0.28 0.21 0.79 0.05 0.37 0.05 1.305 0.19469|0
wave_14_6_slice_0000|啊|SP q ve d ing l un h ui j iang zh an g e SP|rest|0|1.609138 0.32 0.09 0.11 0.07 0.16 0.2575 0.1525 0.26 0.13 0.3 0.11 0.32 0.1 0.325 1.828261|0
wave_14_6_slice_0001|啊|SP z ou x iang SP AP s ui w o g ong f u l un sh ir SP sh a zh ang SP|rest|0|1.851043 0.2 1.04 0.18 0.2 0.305 0.185 0.05 0.13 0.1 0.14 0.09 0.27 0.13 0.39 0.03 0.23 0.21 0.36 0.22 0.19 0.32 0.14 0.25 1.646509|0
wave_14_7_slice_0000|啊|zh eng y i t ie m ang y ve sh ir SP q i SP h ang AP SP y ing m u q in sh ir l iu z ui y in n a zh ang SP|rest|0|0.08 0.04 0.16 0.09 0.18 0.2575 0.1025 0.32 0.07 0.25 0.18 0.845 0.165 0.2 1.1 0.05 0.05 0.24 0.39 0.17 0.03 0.15 0.05 0.11 0.11 0.23 0.17 0.38 0.05 0.26 0.14 0.33 0.08 0.33 0.08 0.32 0.1 1.255 0.21087|0
wave_14_8_slice_0000|啊|SP x v h u zh ong l ian zh e x van y van AP f eng m ang SP|rest|0|1.956032 0.22 0.03 0.18 0.06 0.15 0.3375 0.0625 0.29 0.12 0.2575 0.1525 0.34 0.09 0.305 0.295 0.17 1.1 0.09 0.328 1.164785|0
wave_14_8_slice_0001|啊|b u x i sh eng s i0 d an x i x ing w ang SP|rest|0|0.05 0.0975 0.1125 0.1075 0.1225 0.2575 0.1525 0.3 0.11 0.24 0.19 0.57 0.18 0.33 0.13 1.325 0.891|0
wave_14_9_slice_0000|啊|y E zh eng f u m o s u m ing SP w u ch ang SP AP SP d ang q ie ch eng a a a l ong x ie x van h uang SP|rest|0|0.21 0.07 0.1 0.12 0.15 0.25 0.12 0.26 0.15 0.37 0.04 0.74 0.28 0.1 1.17 0.11 0.27 0.085 0.315 0.05 0.05 0.14 0.07 0.11 0.11 1.07 0.01 0.01 0.04 0.04 0.26 0.18 0.26 0.15 0.32 0.11 3.3 0.32694|0
wave_15_0_slice_0000|啊|SP l iu g uang sh uo SP y in SP d ie l iang f eng m ang SP y in l iang zh ong q i j ve AP SP|rest|0|0.07 0.11 0.08 0.15 0.2675 0.1925 0.18 0.05 0.07 0.51 0.04 0.07 0.4 0.03 0.515 0.165 0.03 0.01 1.29 0.39 0.07 0.22 0.03 0.11 0.1 0.12 0.12 0.36 0.16 0.725 0.13987 0.75068|0
wave_15_10_slice_0000|啊|d eng h ou x iang ch ang SP|rest|0|0.04 0.5875 0.1025 0.5 0.15 0.37 0.19 0.865 0.3955|0
wave_15_10_slice_0001|啊|SP AP h ao j iao ch ui x iang SP|rest|0|0.06 0.1175 0.1725 0.08 0.14 0.3575 0.1025 0.1375 0.1425 3.55 0.519082|0
wave_15_11_slice_0000|啊|SP h ao j iao SP ch ui x iang SP|rest|0|0.519456 0.13 0.0975 0.1025 0.355 0.085 0.03 0.1375 0.1625 2.855 0.2185|0
wave_15_1_slice_0000|啊|SP an n ai b u zh u d e x in AP SP d eng h ou x iang ch ang SP|rest|0|0.07 0.7075 0.0425 0.5 0.11 0.1 0.1 0.15 0.08 0.09 0.17 0.83 0.38 0.15 0.05 0.59 0.11 0.5275 0.1725 0.35 0.15 1.02 1.409528|0
wave_15_2_slice_0000|啊|SP y E sh en g eng s ui sh an sh uo n i h ong SP|rest|0|0.7839 0.27 0.03 0.17 0.2575 0.0825 0.1675 0.1925 0.43 0.17 0.3 0.18 0.66 0.03 0.52 0.1 0.85 0.10675|0
wave_15_2_slice_0001|啊|SP f ei w u d e y v y i SP|rest|0|1.515714 0.04 0.2275 0.0825 0.05 0.11 0.1775 0.0425 0.45 0.13 0.74 1.248254|0
wave_15_3_slice_0000|啊|SP y i j in p u n i h ao zh e x ve l u SP|rest|0|0.632404 0.08 0.0775 0.1525 0.5275 0.1325 0.34 0.07 0.12 0.09 0.16 0.08 0.06 0.16 0.26 0.05 0.93956 1.511973|0
wave_15_3_slice_0001|啊|d eng h ou j iang l in AP SP|rest|0|0.02 0.5875 0.1125 0.5375 0.1025 0.46 0.03 1.825 0.13 1.812536|0
wave_15_4_slice_0000|啊|SP j i d ao sh ir k e SP|rest|0|0.191429 0.31 0.1275 0.0925 0.3575 0.1125 0.14 0.11 3.185 1.123557|0
wave_15_4_slice_0001|啊|j in g ong h ai sh ir f ang sh ou SP|rest|0|0.12 0.1975 0.0825 0.2375 0.1325 0.17 0.19 0.16 0.13 0.17 0.16 0.195 0.38081|0
